22281,6
24782,9
24043,4
22972,0
25449,8
18387,2
18064,7
22705,1
27902,4
19409,4
18588,3
19592,5
26789,8
24264,2
19520,2
26754,8
25582,6
18004,3
18049,6
28355,7
24847,0
24508,1
22856,8
23732,6
27344,8
18319,9
26816,0
25950,5
23764,7
23123,2
21109,9
28574,0
19213,3
25162,7
25824,5
27238,3
23620,6
19947,0
27970,2
19741,7
19985,5
25279,6
21086,3
28056,2
18771,4
22723,0
27492,6
20986,2
24554,1
17696,7
23388,8
21264,9
20062,9
22362,4
19734,9
19851,1
22946,3
24103,0
20445,0
17622,6
23222,9
24942,2
25171,6
21053,6
26824,0
19641,0
21120,9
26127,9
26436,8
19035,1
20188,2
24070,7
22381,0
21079,3
23625,9
22416,9
22603,8
19085,5
24592,6
24084,7
23247,9
28721,8
25744,6
27068,0
20899,6
19283,3
23309,4
23424,1
22061,7
26372,5
22643,8
28606,2
23928,3
20418,1
20481,0
18436,3
27043,0
28553,8
20897,3
18709,7
24609,7
20120,8
27157,6
22662,0
24147,0
24468,8
18143,4
20368,9
24871,7
20856,0
28298,1
17954,0
21939,2
19891,1
25149,1
19485,1
20563,4
21378,9
24806,2
28338,5
19543,7
19396,5
19752,5
25750,9
23386,3
24483,5
26885,2
19612,8
22005,3
27079,8
21263,3
20649,7
22435,5
17912,2
18061,3
21883,3
19424,8
24354,9
28048,1
27880,2
18594,8
28721,5
26644,2
26484,5
23921,1
21623,4
23330,4
18836,6
17977,4
20421,1
23677,2
17861,6
28155,9
28164,2
23659,5
25814,0
26158,5
28714,6
18196,4
19707,5
19506,1
23195,9
18541,8
18614,3
28611,5
23218,8
18448,8
19084,2
25896,5
19825,6
27256,0
23720,9
22881,1
26327,0
26264,0
20979,3
28096,2
26630,7
24926,3
18028,0
25017,7
21613,2
23465,0
23140,8
18477,5
23285,6
19979,6
25896,5
23569,6
23269,3
18189,1
17665,2
23333,1
21721,6
23758,2
20623,1
25554,9
17535,8
18752,2
18738,3
26200,1
20125,1
27925,8
21706,5
28578,8
23257,7
18778,5
28695,3
24788,3
23133,1
27060,8
26085,6
22091,0
24840,6
21089,0
19056,3
24596,2
25711,4
27900,8
26647,4
18497,3
27652,3
23493,1
24821,8
24026,0
20609,1
18598,1
21373,8
19495,1
22328,9
18610,8
25554,2
28560,8
27625,9
24897,6
22248,2
23281,6
22676,2
23220,4
23241,5
25523,0
21685,7
21682,9
28222,8
21079,2
21687,0
22864,5
22912,6
24724,2
20514,3
17961,7
21009,9
21515,7
20593,0
26335,1
17969,7
22005,8
22772,0
28028,5
22762,9
24107,9
27307,8
18504,8
22122,2
21584,8
28445,0
23185,9
23732,8
24714,6
18107,6
21627,5
28615,4
24230,6
25224,0
22822,2
19431,6
28162,9
24671,4
20190,2
28493,1
23530,7
23679,4
18743,6
23098,4
26092,4
24062,9
19902,2
25522,2
19858,9
26835,7
20955,2
27728,2
25432,7
19753,3
24138,6
19711,1
24362,5
26080,5
18025,1
25025,0
20965,1
26990,3
21006,2
24736,8
25112,2
19331,4
25698,2
24409,0
25782,2
28663,8
27077,8
27277,6
25522,2
25382,9
22002,3
19946,1
28101,2
17634,8
18240,2
27966,8
18082,6
24037,7
21182,9
23350,9
21632,3
23843,5
19128,9
22157,4
19290,3
24170,0
20430,4
22905,9
25167,5
18623,0
23009,9
28029,6
19879,2
27771,6
18371,5
26951,0
21724,3
25575,0
28047,3
26765,3
24041,8
22077,7
19597,6
20193,8
19568,0
20083,4
19094,9
23548,2
25813,6
25535,8
25903,3
24318,2
19704,6
23361,2
23121,6
20296,9
20483,5
19357,9
18484,2
27076,8
21967,7
17958,4
18072,7
27409,3
21894,4
18975,1
23603,0
20920,8
20560,2
27277,2
27547,9
21535,1
26545,1
21169,6
26146,3
23781,6
22170,1
24446,4
27071,0
24744,9
17853,9
22794,8
19645,3
23435,8
27994,9
25895,8
19574,2
18609,3
21928,7
23191,3
17733,3
18896,6
24908,3
20934,6
26949,9
18120,1
17570,2
26086,1
26894,7
18142,9
18393,9
23434,5
23236,2
26137,0
19774,0
22762,1
24866,8
21760,0
22003,2
26677,9
19186,3
17700,0
21250,0
19029,4
27522,0
22124,6
21784,0
26438,2
25225,6
24912,4
20119,5
23900,6
20288,3
19273,3
25874,5
17661,8
22526,8
28062,9
17551,1
21492,7
21276,2
23801,3
23786,1
20380,2
28550,7
26568,6
25375,4
19059,5
20569,6
20120,1
18366,2
20189,7
27137,3
19051,9
21902,8
26430,6
22946,2
20917,3
19843,1
23642,8
23920,2
21352,7
24861,8
21351,4
25493,7
25365,5
25470,4
17592,4
22459,1
21023,9
27770,4
27233,6
18274,3
19347,8
21275,9
24876,3
25645,7
28406,0
19874,8
21542,7
21445,3
17709,4
23142,7
23957,0
17872,8
21136,4
21986,4
24468,3
27115,4
20462,3
26375,5
18509,7
22003,6
27435,3
18433,1
18527,4
26547,0
21357,4
21789,8
25244,3
27442,8
22258,3
25204,0
26023,5
20294,0
27428,5
18360,6
23271,3
26980,7
21088,6
21249,5
21265,2
27284,0
21295,8
25375,6
26239,2
21707,3
22973,4
19150,0
28432,5
17796,4
23857,3
24776,9
25734,8
19170,8
28265,3
27508,1
17807,1
25649,8
20096,1
27023,7
21687,8
28025,0
22122,4
17957,4
17723,2
25903,9
17535,4
24302,1
24262,0
22275,9
21985,2
20465,3
28509,4
21559,3
22771,3
24700,3
